date,Henan,Guangdong,Hunan,Anhui,Jiangxi,Zhejiang,Jiangsu,Sichuan,Chongqing,Shandong,Fujian,Yunnan,Shanghai,Hainan,Shaanxi,Beijing,Hebei,Guangxi,Shanxi,Guizhou,Liaoning,Gansu,Inner Mongolia,Jilin,Heilongjiang,Xinjiang,Qinghai,Tianjin,Hubei
12/17/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/18/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/19/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/20/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/21/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/22/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/23/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/24/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/25/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/26/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/27/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/28/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/29/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/30/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
12/31/19,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
1/1/20,0.150619985,0.095185996,0.112691466,0.070751276,0.068563093,0.050692925,0.057622174,0.030269876,0.030999271,0.030634573,0.022246535,0.019693654,0.037928519,0.016411379,0.024434719,0.046681255,0.024799416,0.01896426,0.014952589,0.023340627,0.012035011,0.007658643,0.004376368,0.004741065,0.008023341,0.006564551,0.001823487,0.007293946,1
1/2/20,0.129294519,0.098610018,0.098085497,0.067663257,0.062418044,0.052452137,0.059795437,0.035667453,0.030159979,0.035405193,0.027012851,0.020980855,0.035405193,0.017571466,0.025963808,0.049829531,0.025701547,0.024390244,0.017309205,0.025963808,0.01127721,0.012063992,0.005507474,0.004720692,0.008392342,0.008916863,0.002884868,0.006556517,1
1/3/20,0.140866873,0.092569659,0.115479876,0.06996904,0.061919505,0.050773994,0.059442724,0.030650155,0.031888545,0.033126935,0.026006192,0.020433437,0.036842105,0.013003096,0.022291022,0.048916409,0.023839009,0.023839009,0.014551084,0.02755418,0.009907121,0.009597523,0.005263158,0.00495356,0.008049536,0.008978328,0.002167183,0.007120743,1
1/4/20,0.138495436,0.08687441,0.102297765,0.067359144,0.062952471,0.046270066,0.059175323,0.035882908,0.032735285,0.036197671,0.026440038,0.020144791,0.035882908,0.014793831,0.023292414,0.044381492,0.026440038,0.026440038,0.018570979,0.029587661,0.011960969,0.012275732,0.006924772,0.005665722,0.008183821,0.009128108,0.003147624,0.008498584,1
1/5/20,0.131982475,0.095290252,0.094468784,0.062979189,0.058598028,0.050383352,0.061336254,0.036692223,0.031215772,0.034775465,0.023001095,0.019715225,0.043537788,0.014238773,0.024917853,0.060514786,0.027656079,0.024370208,0.013964951,0.027929901,0.01177437,0.012048193,0.005476451,0.005202629,0.007667032,0.008762322,0.002738226,0.008762322,1
1/6/20,0.130551817,0.08371467,0.097981157,0.061372813,0.059219381,0.046837147,0.058950202,0.036608345,0.033109017,0.03795424,0.024495289,0.022880215,0.035800808,0.016419919,0.025572005,0.05679677,0.027994616,0.023687752,0.017227456,0.031493943,0.012920592,0.014266487,0.006998654,0.00538358,0.00807537,0.011574697,0.003768506,0.008344549,1
1/7/20,0.133654103,0.078855921,0.100507886,0.062282812,0.057471264,0.043303929,0.058005881,0.039294306,0.033146218,0.040363539,0.024057739,0.021117348,0.034750067,0.017642342,0.024859663,0.051857792,0.029938519,0.026730821,0.019246191,0.031007752,0.01336541,0.014701951,0.00748463,0.005346164,0.009088479,0.010959636,0.003742315,0.007217322,1
1/8/20,0.132055658,0.076660541,0.098976109,0.063533736,0.055920189,0.044893673,0.056182725,0.039642951,0.033342085,0.038067734,0.026516146,0.022840641,0.033079548,0.014176949,0.023890785,0.048044106,0.031766868,0.030716724,0.021790496,0.034129693,0.011289052,0.014964558,0.007876083,0.006563402,0.008926227,0.012076661,0.004200578,0.007876083,1
1/9/20,0.140068583,0.073067792,0.095225534,0.064362965,0.060142443,0.041413875,0.055394355,0.043524136,0.038512266,0.041677658,0.02690583,0.019783698,0.029279873,0.01398048,0.02294909,0.039303614,0.033500396,0.033236613,0.023740438,0.032709048,0.011342654,0.015299393,0.008704827,0.006067001,0.009232393,0.010551306,0.002901609,0.007122131,1
1/10/20,0.138763598,0.07508623,0.103475723,0.066861236,0.058901565,0.042982223,0.058636243,0.03926771,0.03926771,0.041390289,0.026001592,0.019633855,0.031308039,0.012204829,0.022287079,0.043247546,0.033165296,0.031042717,0.022021756,0.027062881,0.011408862,0.013796763,0.008224993,0.005041125,0.008224993,0.009551605,0.003449191,0.007694349,1
1/11/20,0.153127918,0.069094304,0.111733582,0.070339247,0.066915655,0.042950514,0.055399938,0.039838157,0.037348273,0.034858388,0.027077498,0.020230314,0.030189854,0.011204482,0.023965142,0.03610333,0.030812325,0.030501089,0.020852786,0.023653906,0.011204482,0.012449424,0.007158419,0.00497977,0.009025833,0.009959539,0.002178649,0.006847183,1
1/12/20,0.1486731,0.068455971,0.104041013,0.063932449,0.059710495,0.038600724,0.05066345,0.046441496,0.040410133,0.039806996,0.028045838,0.020808203,0.025633293,0.013872135,0.023823884,0.036489747,0.031363088,0.036188179,0.023220748,0.026236429,0.011158022,0.01477684,0.009047045,0.006031363,0.010856454,0.011158022,0.003920386,0.006634499,1
1/13/20,0.14983165,0.068742985,0.105780022,0.065095398,0.063131313,0.038439955,0.049943883,0.042368126,0.037317621,0.03647587,0.028619529,0.022446689,0.031425365,0.011223345,0.023569024,0.04040404,0.031705948,0.033670034,0.022446689,0.027497194,0.011784512,0.014590348,0.007856341,0.006453423,0.009539843,0.010662177,0.002805836,0.00617284,1
1/14/20,0.165899942,0.062679701,0.109833237,0.069292697,0.06440483,0.035940196,0.050316274,0.043703278,0.041115584,0.036227717,0.029039678,0.018688902,0.029902243,0.011213341,0.023576768,0.040828062,0.029039678,0.029039678,0.019838988,0.023001725,0.011788384,0.013801035,0.006325474,0.006325474,0.009488212,0.010925819,0.002875216,0.004887867,1
1/15/20,0.180269058,0.057698057,0.106726457,0.075635277,0.067862481,0.034080717,0.049925262,0.042152466,0.046038864,0.035874439,0.029895366,0.016442451,0.027204783,0.011360239,0.022421525,0.038863976,0.034678625,0.025710015,0.019431988,0.017638266,0.010762332,0.0122571,0.005381166,0.00568012,0.009865471,0.007473842,0.002092676,0.006576981,1
1/16/20,0.190616701,0.057539097,0.107111242,0.071702567,0.07081735,0.035113603,0.048686928,0.04249041,0.042785482,0.036588964,0.031572735,0.017114193,0.027146651,0.012393036,0.023605783,0.037769253,0.031572735,0.023900856,0.015048687,0.017409265,0.012393036,0.01032753,0.006196518,0.005311301,0.010032458,0.007081735,0.001770434,0.005901446,1
1/17/20,0.194444444,0.056471306,0.10958486,0.076923077,0.073260073,0.035409035,0.051892552,0.039072039,0.04029304,0.038156288,0.031746032,0.016483516,0.024420024,0.011599512,0.021978022,0.032661783,0.034188034,0.023809524,0.017399267,0.015567766,0.011904762,0.01007326,0.005494505,0.006715507,0.01007326,0.004578755,0.001221001,0.004578755,1
1/18/20,0.188425303,0.054508748,0.126177658,0.081090175,0.075370121,0.038358008,0.052153432,0.039703903,0.042732167,0.038021534,0.030955585,0.015141319,0.020188425,0.01076716,0.023553163,0.024562584,0.032637954,0.020188425,0.017833109,0.015141319,0.011440108,0.009421265,0.004037685,0.005720054,0.009421265,0.006393001,0.001345895,0.004710633,1
1/19/20,0.194426012,0.058725946,0.113802256,0.075315196,0.073988056,0.03450564,0.046118115,0.04445919,0.042800265,0.037491705,0.033510285,0.016257465,0.01857996,0.012939615,0.027538155,0.02256138,0.0331785,0.02521566,0.018911745,0.015593895,0.01260783,0.010285335,0.00464499,0.006303915,0.01061712,0.00398142,9.95E-04,0.00464499,1
1/20/20,0.214482759,0.057241379,0.115862069,0.078275862,0.072068966,0.034137931,0.043448276,0.041724138,0.043793103,0.035517241,0.031034483,0.016896552,0.015862069,0.012758621,0.025172414,0.019310345,0.032413793,0.024827586,0.018965517,0.015517241,0.011724138,0.01,0.004827586,0.005517241,0.009310345,0.004482759,0.001034483,0.003793103,1
1/21/20,0.222062522,0.060725835,0.12217032,0.081566655,0.073302192,0.031979878,0.041681639,0.040603665,0.044915559,0.035932447,0.030183255,0.016528926,0.011857708,0.012935681,0.025512037,0.01688825,0.029464607,0.022278117,0.018684872,0.01365433,0.01042041,0.010061085,0.005030543,0.005389867,0.008264463,0.003952569,7.19E-04,0.00323392,1
1/22/20,0.227072487,0.06247497,0.129755707,0.084100921,0.078093712,0.028434121,0.041249499,0.038846616,0.04164998,0.034040849,0.029635563,0.015618742,0.011213456,0.013215859,0.022827393,0.015618742,0.028434121,0.022026432,0.019223068,0.012014417,0.008410092,0.010812976,0.004805767,0.004805767,0.008009612,0.003604325,0.001201442,0.002803364,1
1/23/20,0.229409228,0.066839155,0.132384649,0.082794308,0.079344545,0.028460543,0.040965934,0.035791289,0.043122035,0.029754204,0.031047865,0.014230272,0.013367831,0.013799051,0.023285899,0.015523933,0.02414834,0.022423458,0.020267357,0.01250539,0.007330746,0.009486848,0.003880983,0.004743424,0.007761966,0.003880983,8.62E-04,0.002587322,1
1/24/20,0.182953711,0.106539309,0.114621602,0.072373255,0.063556209,0.033063924,0.046289493,0.044085231,0.047391624,0.033798677,0.031961793,0.015797208,0.019470977,0.018368846,0.026818516,0.0143277,0.021675239,0.024246877,0.019470977,0.013592946,0.006980162,0.012123439,0.005510654,0.006612785,0.008817046,0.0047759,0.001469508,0.003306392,1
1/25/20,0.172992409,0.124650419,0.094286856,0.072313224,0.054334798,0.037554934,0.052337195,0.046743907,0.036755893,0.033959249,0.027167399,0.021574111,0.019576508,0.027167399,0.025968837,0.016779864,0.02117459,0.028365961,0.015581302,0.015980823,0.009188973,0.011586097,0.00679185,0.006392329,0.010387535,0.005193767,0.001997603,0.003196165,1
1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0