province,date,n,province_name
9,5,NA,Jiangsu
9,6,NA,Jiangsu
9,7,NA,Jiangsu
9,8,NA,Jiangsu
9,9,NA,Jiangsu
9,10,NA,Jiangsu
9,11,NA,Jiangsu
9,12,NA,Jiangsu
9,13,NA,Jiangsu
9,14,NA,Jiangsu
9,15,NA,Jiangsu
9,16,NA,Jiangsu
9,17,NA,Jiangsu
9,18,NA,Jiangsu
9,19,NA,Jiangsu
9,20,NA,Jiangsu
9,21,NA,Jiangsu
9,22,NA,Jiangsu
9,23,NA,Jiangsu
9,24,NA,Jiangsu
9,25,NA,Jiangsu
9,26,NA,Jiangsu
9,27,NA,Jiangsu
9,28,NA,Jiangsu
9,29,NA,Jiangsu
9,30,NA,Jiangsu
9,31,NA,Jiangsu
9,32,NA,Jiangsu
9,33,NA,Jiangsu
9,34,NA,Jiangsu
9,35,NA,Jiangsu
9,36,NA,Jiangsu
9,37,NA,Jiangsu
9,38,NA,Jiangsu
9,39,NA,Jiangsu
9,40,NA,Jiangsu
9,41,NA,Jiangsu
9,42,NA,Jiangsu
9,43,NA,Jiangsu
9,44,NA,Jiangsu
9,45,NA,Jiangsu
9,46,NA,Jiangsu
9,47,NA,Jiangsu
9,48,NA,Jiangsu
9,49,NA,Jiangsu
9,50,NA,Jiangsu
9,51,NA,Jiangsu
9,52,NA,Jiangsu
9,53,NA,Jiangsu
9,54,NA,Jiangsu
9,55,NA,Jiangsu
9,56,NA,Jiangsu
9,57,NA,Jiangsu
9,58,NA,Jiangsu
9,59,NA,Jiangsu
9,60,NA,Jiangsu
9,61,NA,Jiangsu
9,62,NA,Jiangsu
9,63,NA,Jiangsu
9,64,NA,Jiangsu
9,65,NA,Jiangsu
9,66,NA,Jiangsu
9,67,NA,Jiangsu
9,68,NA,Jiangsu
9,69,NA,Jiangsu
9,70,NA,Jiangsu
9,71,NA,Jiangsu
9,72,NA,Jiangsu
9,73,NA,Jiangsu
9,74,NA,Jiangsu
9,75,NA,Jiangsu
9,76,NA,Jiangsu
9,77,NA,Jiangsu
9,78,NA,Jiangsu
9,79,NA,Jiangsu
9,80,NA,Jiangsu
9,81,NA,Jiangsu
9,82,NA,Jiangsu
9,83,4,Jiangsu
9,84,4,Jiangsu
9,85,9,Jiangsu
9,86,15,Jiangsu
9,87,14,Jiangsu
9,88,23,Jiangsu
9,89,29,Jiangsu
9,90,30,Jiangsu
9,91,39,Jiangsu
9,92,34,Jiangsu
9,93,34,Jiangsu
9,94,35,Jiangsu
9,95,37,Jiangsu
9,96,33,Jiangsu
9,97,32,Jiangsu
9,98,35,Jiangsu
9,99,31,Jiangsu
9,100,29,Jiangsu
9,101,24,Jiangsu
9,102,23,Jiangsu
9,103,28,Jiangsu
9,104,27,Jiangsu
9,105,23,Jiangsu
9,106,11,Jiangsu
9,107,13,Jiangsu
9,108,9,Jiangsu
9,109,3,Jiangsu
9,110,2,Jiangsu
9,111,0,Jiangsu
9,112,0,Jiangsu
9,113,0,Jiangsu
9,114,0,Jiangsu
9,115,0,Jiangsu
9,116,0,Jiangsu
9,117,0,Jiangsu
9,118,0,Jiangsu
9,119,0,Jiangsu
9,120,0,Jiangsu
9,121,0,Jiangsu
9,122,0,Jiangsu
9,123,0,Jiangsu
10,0,NA,Chongqing
10,1,NA,Chongqing
10,2,NA,Chongqing
10,3,NA,Chongqing
10,4,NA,Chongqing
10,5,NA,Chongqing
10,6,NA,Chongqing
10,7,NA,Chongqing
10,8,NA,Chongqing
10,9,NA,Chongqing
10,10,NA,Chongqing
10,11,NA,Chongqing
10,12,NA,Chongqing
10,13,NA,Chongqing
10,14,NA,Chongqing
10,15,NA,Chongqing
10,16,NA,Chongqing
10,17,NA,Chongqing
10,18,NA,Chongqing
10,19,NA,Chongqing
10,20,NA,Chongqing
10,21,NA,Chongqing
10,22,NA,Chongqing
10,23,NA,Chongqing
10,24,NA,Chongqing
10,25,NA,Chongqing
10,26,NA,Chongqing
10,27,NA,Chongqing
10,28,NA,Chongqing
10,29,NA,Chongqing
10,30,NA,Chongqing
10,31,NA,Chongqing
10,32,NA,Chongqing
10,33,NA,Chongqing
10,34,NA,Chongqing
10,35,NA,Chongqing
10,36,NA,Chongqing
10,37,NA,Chongqing
10,38,NA,Chongqing
10,39,NA,Chongqing
10,40,NA,Chongqing
10,41,NA,Chongqing
10,42,NA,Chongqing
10,43,NA,Chongqing
10,44,NA,Chongqing
10,45,NA,Chongqing
10,46,NA,Chongqing
10,47,NA,Chongqing
10,48,NA,Chongqing
10,49,NA,Chongqing
10,50,NA,Chongqing
10,51,NA,Chongqing
10,52,NA,Chongqing
10,53,NA,Chongqing
10,54,NA,Chongqing
10,55,NA,Chongqing
10,56,NA,Chongqing
10,57,NA,Chongqing
10,58,NA,Chongqing
10,59,NA,Chongqing
10,60,NA,Chongqing
10,61,NA,Chongqing
10,62,NA,Chongqing
10,63,NA,Chongqing
10,64,NA,Chongqing
10,65,NA,Chongqing
10,66,NA,Chongqing
10,67,NA,Chongqing
10,68,NA,Chongqing
10,69,NA,Chongqing
10,70,NA,Chongqing
10,71,NA,Chongqing
10,72,NA,Chongqing
10,73,NA,Chongqing
10,74,NA,Chongqing
10,75,NA,Chongqing
10,76,NA,Chongqing
10,77,NA,Chongqing
10,78,NA,Chongqing
10,79,NA,Chongqing
10,80,NA,Chongqing
10,81,NA,Chongqing
10,82,NA,Chongqing
10,83,3,Chongqing
10,84,18,Chongqing
10,85,30,Chongqing
10,86,18,Chongqing
10,87,35,Chongqing
10,88,22,Chongqing
10,89,15,Chongqing
10,90,35,Chongqing
10,91,29,Chongqing
10,92,36,Chongqing
10,93,53,Chongqing
10,94,37,Chongqing
10,95,29,Chongqing
10,96,23,Chongqing
10,97,22,Chongqing
10,98,15,Chongqing
10,99,2,Chongqing
10,100,40,Chongqing
10,101,18,Chongqing
10,102,19,Chongqing
10,103,13,Chongqing
10,104,11,Chongqing
10,105,8,Chongqing
10,106,7,Chongqing
10,107,7,Chongqing
10,108,2,Chongqing
10,109,2,Chongqing
10,110,5,Chongqing
10,111,7,Chongqing
10,112,5,Chongqing
10,113,1,Chongqing
10,114,2,Chongqing
10,115,1,Chongqing
10,116,0,Chongqing
10,117,0,Chongqing
10,118,0,Chongqing
10,119,0,Chongqing
10,120,0,Chongqing
10,121,0,Chongqing
10,122,0,Chongqing
10,123,0,Chongqing
11,0,NA,Sichuan
11,1,NA,Sichuan
11,2,NA,Sichuan
11,3,NA,Sichuan
11,4,NA,Sichuan
11,5,NA,Sichuan
11,6,NA,Sichuan
11,7,NA,Sichuan
11,8,NA,Sichuan
11,9,NA,Sichuan
11,10,NA,Sichuan
11,11,NA,Sichuan
11,12,NA,Sichuan
11,13,NA,Sichuan
11,14,NA,Sichuan
11,15,NA,Sichuan
11,16,NA,Sichuan
11,17,NA,Sichuan
11,18,NA,Sichuan
11,19,NA,Sichuan
11,20,NA,Sichuan
11,21,NA,Sichuan
11,22,NA,Sichuan
11,23,NA,Sichuan
11,24,NA,Sichuan
11,25,NA,Sichuan
11,26,NA,Sichuan
11,27,NA,Sichuan
11,28,NA,Sichuan
11,29,NA,Sichuan
11,30,NA,Sichuan
11,31,NA,Sichuan
11,32,NA,Sichuan
11,33,NA,Sichuan
11,34,NA,Sichuan
11,35,NA,Sichuan
11,36,NA,Sichuan
11,37,NA,Sichuan
11,38,NA,Sichuan
11,39,NA,Sichuan
11,40,NA,Sichuan
11,41,NA,Sichuan
11,42,NA,Sichuan
11,43,NA,Sichuan
11,44,NA,Sichuan
11,45,NA,Sichuan
11,46,NA,Sichuan
11,47,NA,Sichuan
11,48,NA,Sichuan
11,49,NA,Sichuan
11,50,NA,Sichuan
11,51,NA,Sichuan
11,52,NA,Sichuan
11,53,NA,Sichuan
11,54,NA,Sichuan
11,55,NA,Sichuan
11,56,NA,Sichuan
11,57,NA,Sichuan
11,58,NA,Sichuan
11,59,NA,Sichuan
11,60,NA,Sichuan
11,61,NA,Sichuan
11,62,NA,Sichuan
11,63,NA,Sichuan
11,64,NA,Sichuan
11,65,NA,Sichuan
11,66,NA,Sichuan
11,67,NA,Sichuan
11,68,NA,Sichuan
11,69,NA,Sichuan
11,70,NA,Sichuan
11,71,NA,Sichuan
11,72,NA,Sichuan
11,73,NA,Sichuan
11,74,NA,Sichuan
11,75,NA,Sichuan
11,76,NA,Sichuan
11,77,NA,Sichuan
11,78,NA,Sichuan
11,79,NA,Sichuan
11,80,NA,Sichuan
11,81,NA,Sichuan
11,82,NA,Sichuan
11,83,3,Sichuan
11,84,7,Sichuan
11,85,13,Sichuan
11,86,16,Sichuan
11,87,25,Sichuan
11,88,21,Sichuan
11,89,18,Sichuan
11,90,34,Sichuan
11,91,35,Sichuan
11,92,30,Sichuan
11,93,24,Sichuan
11,94,23,Sichuan
11,95,28,Sichuan
11,96,19,Sichuan
11,97,20,Sichuan
11,98,23,Sichuan
11,99,20,Sichuan
11,100,22,Sichuan
11,101,19,Sichuan
11,102,12,Sichuan
11,103,19,Sichuan
11,104,15,Sichuan
11,105,12,Sichuan
11,106,7,Sichuan
11,107,11,Sichuan
11,108,14,Sichuan
11,109,13,Sichuan
11,110,6,Sichuan
11,111,6,Sichuan
11,112,5,Sichuan
11,113,1,Sichuan
11,114,0,Sichuan
11,115,1,Sichuan
11,116,2,Sichuan
11,117,2,Sichuan
11,118,3,Sichuan
11,119,4,Sichuan
11,120,0,Sichuan
11,121,0,Sichuan
11,122,0,Sichuan
11,123,0,Sichuan
12,0,NA,Heilongjiang
12,1,NA,Heilongjiang
12,2,NA,Heilongjiang
12,3,NA,Heilongjiang
12,4,NA,Heilongjiang
12,5,NA,Heilongjiang
12,6,NA,Heilongjiang
12,7,NA,Heilongjiang
12,8,NA,Heilongjiang
12,9,NA,Heilongjiang
12,10,NA,Heilongjiang
12,11,NA,Heilongjiang
12,12,NA,Heilongjiang
12,13,NA,Heilongjiang
12,14,NA,Heilongjiang
12,15,NA,Heilongjiang
12,16,NA,Heilongjiang
12,17,NA,Heilongjiang
12,18,NA,Heilongjiang
12,19,NA,Heilongjiang
12,20,NA,Heilongjiang
12,21,NA,Heilongjiang
12,22,NA,Heilongjiang
12,23,NA,Heilongjiang
12,24,NA,Heilongjiang
12,25,NA,Heilongjiang
12,26,NA,Heilongjiang
12,27,NA,Heilongjiang
12,28,NA,Heilongjiang
12,29,NA,Heilongjiang
12,30,NA,Heilongjiang
12,31,NA,Heilongjiang
12,32,NA,Heilongjiang
12,33,NA,Heilongjiang
12,34,NA,Heilongjiang
12,35,NA,Heilongjiang
12,36,NA,Heilongjiang
12,37,NA,Heilongjiang
12,38,NA,Heilongjiang
12,39,NA,Heilongjiang
12,40,NA,Heilongjiang
12,41,NA,Heilongjiang
12,42,NA,Heilongjiang
12,43,NA,Heilongjiang
12,44,NA,Heilongjiang
12,45,NA,Heilongjiang
12,46,NA,Heilongjiang
12,47,NA,Heilongjiang
12,48,NA,Heilongjiang
12,49,NA,Heilongjiang
12,50,NA,Heilongjiang
12,51,NA,Heilongjiang
12,52,NA,Heilongjiang
12,53,NA,Heilongjiang
12,54,NA,Heilongjiang
12,55,NA,Heilongjiang
12,56,NA,Heilongjiang
12,57,NA,Heilongjiang
12,58,NA,Heilongjiang
12,59,NA,Heilongjiang
12,60,NA,Heilongjiang
12,61,NA,Heilongjiang
12,62,NA,Heilongjiang
12,63,NA,Heilongjiang
12,64,NA,Heilongjiang
12,65,NA,Heilongjiang
12,66,NA,Heilongjiang
12,67,NA,Heilongjiang
12,68,NA,Heilongjiang
12,69,NA,Heilongjiang
12,70,NA,Heilongjiang
12,71,NA,Heilongjiang
12,72,NA,Heilongjiang
12,73,NA,Heilongjiang
12,74,NA,Heilongjiang
12,75,NA,Heilongjiang
12,76,NA,Heilongjiang
12,77,NA,Heilongjiang
12,78,NA,Heilongjiang
12,79,NA,Heilongjiang
12,80,NA,Heilongjiang
12,81,NA,Heilongjiang
12,82,NA,Heilongjiang
12,83,2,Heilongjiang
12,84,2,Heilongjiang
12,85,5,Heilongjiang
12,86,6,Heilongjiang
12,87,6,Heilongjiang
12,88,12,Heilongjiang
12,89,5,Heilongjiang
12,90,6,Heilongjiang
12,91,15,Heilongjiang
12,92,21,Heilongjiang
12,93,15,Heilongjiang
12,94,26,Heilongjiang
12,95,34,Heilongjiang
12,96,35,Heilongjiang
12,97,37,Heilongjiang
12,98,50,Heilongjiang
12,99,18,Heilongjiang
12,100,12,Heilongjiang
12,101,24,Heilongjiang
12,102,29,Heilongjiang
12,103,18,Heilongjiang
12,104,17,Heilongjiang
12,105,24,Heilongjiang
12,106,6,Heilongjiang
12,107,20,Heilongjiang
12,108,12,Heilongjiang
12,109,7,Heilongjiang
12,110,6,Heilongjiang
12,111,6,Heilongjiang
12,112,3,Heilongjiang
12,113,0,Heilongjiang
12,114,1,Heilongjiang
12,115,0,Heilongjiang
12,116,0,Heilongjiang
12,117,0,Heilongjiang
12,118,0,Heilongjiang
12,119,0,Heilongjiang
12,120,0,Heilongjiang
12,121,0,Heilongjiang
12,122,0,Heilongjiang
12,123,0,Heilongjiang
13,0,NA,Beijing
13,1,NA,Beijing
13,2,NA,Beijing
13,3,NA,Beijing
13,4,NA,Beijing
13,5,NA,Beijing
13,6,NA,Beijing
13,7,NA,Beijing
13,8,NA,Beijing
13,9,NA,Beijing
13,10,NA,Beijing
13,11,NA,Beijing
13,12,NA,Beijing
13,13,NA,Beijing
13,14,NA,Beijing
13,15,NA,Beijing
13,16,NA,Beijing
13,17,NA,Beijing
13,18,NA,Beijing
13,19,NA,Beijing
13,20,NA,Beijing
13,21,NA,Beijing
13,22,NA,Beijing
13,23,NA,Beijing
13,24,NA,Beijing
13,25,NA,Beijing
13,26,NA,Beijing
13,27,NA,Beijing
13,28,NA,Beijing
13,29,NA,Beijing
13,30,NA,Beijing
13,31,NA,Beijing
13,32,NA,Beijing
13,33,NA,Beijing
13,34,NA,Beijing
13,35,NA,Beijing
13,36,NA,Beijing
13,37,NA,Beijing
13,38,NA,Beijing
13,39,NA,Beijing
13,40,NA,Beijing
13,41,NA,Beijing
13,42,NA,Beijing
13,43,NA,Beijing
13,44,NA,Beijing
13,45,NA,Beijing
13,46,NA,Beijing
13,47,NA,Beijing
13,48,NA,Beijing
13,49,NA,Beijing
13,50,NA,Beijing
13,51,NA,Beijing
13,52,NA,Beijing
13,53,NA,Beijing
13,54,NA,Beijing
13,55,NA,Beijing
13,56,NA,Beijing
13,57,NA,Beijing
13,58,NA,Beijing
13,59,NA,Beijing
13,60,NA,Beijing
13,61,NA,Beijing
13,62,NA,Beijing
13,63,NA,Beijing
13,64,NA,Beijing
13,65,NA,Beijing
13,66,NA,Beijing
13,67,NA,Beijing
13,68,NA,Beijing
13,69,NA,Beijing
13,70,NA,Beijing
13,71,NA,Beijing
13,72,NA,Beijing
13,73,NA,Beijing
13,74,NA,Beijing
13,75,NA,Beijing
13,76,NA,Beijing
13,77,NA,Beijing
13,78,NA,Beijing
13,79,NA,Beijing
13,80,NA,Beijing
13,81,NA,Beijing
13,82,NA,Beijing
13,83,8,Beijing
13,84,14,Beijing
13,85,5,Beijing
13,86,27,Beijing
13,87,12,Beijing
13,88,11,Beijing
13,89,20,Beijing
13,90,3,Beijing
13,91,25,Beijing
13,92,29,Beijing
13,93,23,Beijing
13,94,21,Beijing
13,95,16,Beijing
13,96,25,Beijing
13,97,21,Beijing
13,98,23,Beijing
13,99,18,Beijing
13,100,11,Beijing
13,101,11,Beijing
13,102,5,Beijing
13,103,10,Beijing
13,104,14,Beijing
13,105,6,Beijing
13,106,3,Beijing
13,107,5,Beijing
13,108,1,Beijing
13,109,6,Beijing
13,110,6,Beijing
13,111,2,Beijing
13,112,1,Beijing
13,113,3,Beijing
13,114,0,Beijing
13,115,0,Beijing
13,116,1,Beijing
13,117,0,Beijing
13,118,10,Beijing
13,119,0,Beijing
13,120,1,Beijing
13,121,2,Beijing
13,122,1,Beijing
13,123,0,Beijing
14,0,NA,Shanghai
14,1,NA,Shanghai
14,2,NA,Shanghai
14,3,NA,Shanghai
14,4,NA,Shanghai
14,5,NA,Shanghai
14,6,NA,Shanghai
14,7,NA,Shanghai
14,8,NA,Shanghai
14,9,NA,Shanghai
14,10,NA,Shanghai
14,11,NA,Shanghai
14,12,NA,Shanghai
14,13,NA,Shanghai
14,14,NA,Shanghai
14,15,NA,Shanghai
14,16,NA,Shanghai
14,17,NA,Shanghai
14,18,NA,Shanghai
14,19,NA,Shanghai
14,20,NA,Shanghai
14,21,NA,Shanghai
14,22,NA,Shanghai
14,23,NA,Shanghai
14,24,NA,Shanghai
14,25,NA,Shanghai
14,26,NA,Shanghai
14,27,NA,Shanghai
14,28,NA,Shanghai
14,29,NA,Shanghai
14,30,NA,Shanghai
14,31,NA,Shanghai
14,32,NA,Shanghai
14,33,NA,Shanghai
14,34,NA,Shanghai
14,35,NA,Shanghai
14,36,NA,Shanghai
14,37,NA,Shanghai
14,38,NA,Shanghai
14,39,NA,Shanghai
14,40,NA,Shanghai
14,41,NA,Shanghai
14,42,NA,Shanghai
14,43,NA,Shanghai
14,44,NA,Shanghai
14,45,NA,Shanghai
14,46,NA,Shanghai
14,47,NA,Shanghai
14,48,NA,Shanghai
14,49,NA,Shanghai
14,50,NA,Shanghai
14,51,NA,Shanghai
14,52,NA,Shanghai
14,53,NA,Shanghai
14,54,NA,Shanghai
14,55,NA,Shanghai
14,56,NA,Shanghai
14,57,NA,Shanghai
14,58,NA,Shanghai
14,59,NA,Shanghai
14,60,NA,Shanghai
14,61,NA,Shanghai
14,62,NA,Shanghai
14,63,NA,Shanghai
14,64,NA,Shanghai
14,65,NA,Shanghai
14,66,NA,Shanghai
14,67,NA,Shanghai
14,68,NA,Shanghai
14,69,NA,Shanghai
14,70,NA,Shanghai
14,71,NA,Shanghai
14,72,NA,Shanghai
14,73,NA,Shanghai
14,74,NA,Shanghai
14,75,NA,Shanghai
14,76,NA,Shanghai
14,77,NA,Shanghai
14,78,NA,Shanghai
14,79,NA,Shanghai
14,80,NA,Shanghai
14,81,NA,Shanghai
14,82,NA,Shanghai
14,83,7,Shanghai
14,84,4,Shanghai
14,85,13,Shanghai
14,86,7,Shanghai
14,87,13,Shanghai
14,88,13,Shanghai
14,89,30,Shanghai
14,90,16,Shanghai
14,91,23,Shanghai
14,92,34,Shanghai
14,93,13,Shanghai
14,94,21,Shanghai
14,95,16,Shanghai
14,96,24,Shanghai
14,97,14,Shanghai
14,98,20,Shanghai
14,99,9,Shanghai
14,100,7,Shanghai
14,101,6,Shanghai
14,102,4,Shanghai
14,103,8,Shanghai
14,104,4,Shanghai
14,105,3,Shanghai
14,106,8,Shanghai
14,107,2,Shanghai
14,108,5,Shanghai
14,109,0,Shanghai
14,110,0,Shanghai
14,111,1,Shanghai
14,112,0,Shanghai
14,113,1,Shanghai
14,114,0,Shanghai
14,115,0,Shanghai
14,116,1,Shanghai
14,117,1,Shanghai
14,118,0,Shanghai
14,119,0,Shanghai
14,120,0,Shanghai
14,121,0,Shanghai
14,122,0,Shanghai
14,123,1,Shanghai
15,0,NA,Hebei
15,1,NA,Hebei
15,2,NA,Hebei
15,3,NA,Hebei
15,4,NA,Hebei
15,5,NA,Hebei
15,6,NA,Hebei
15,7,NA,Hebei
15,8,NA,Hebei
15,9,NA,Hebei
15,10,NA,Hebei
15,11,NA,Hebei
15,12,NA,Hebei
15,13,NA,Hebei
15,14,NA,Hebei
15,15,NA,Hebei
15,16,NA,Hebei
15,17,NA,Hebei
15,18,NA,Hebei
15,19,NA,Hebei
15,20,NA,Hebei
15,21,NA,Hebei
15,22,NA,Hebei
15,23,NA,Hebei
15,24,NA,Hebei
15,25,NA,Hebei
15,26,NA,Hebei
15,27,NA,Hebei
15,28,NA,Hebei
15,29,NA,Hebei
15,30,NA,Hebei
15,31,NA,Hebei
15,32,NA,Hebei
15,33,NA,Hebei
15,34,NA,Hebei
15,35,NA,Hebei
15,36,NA,Hebei
15,37,NA,Hebei
15,38,NA,Hebei
15,39,NA,Hebei
15,40,NA,Hebei
15,41,NA,Hebei
15,42,NA,Hebei
15,43,NA,Hebei
15,44,NA,Hebei
15,45,NA,Hebei
15,46,NA,Hebei
15,47,NA,Hebei
15,48,NA,Hebei
15,49,NA,Hebei
15,50,NA,Hebei
15,51,NA,Hebei
15,52,NA,Hebei
15,53,NA,Hebei
15,54,NA,Hebei
15,55,NA,Hebei
15,56,NA,Hebei
15,57,NA,Hebei
15,58,NA,Hebei
15,59,NA,Hebei
15,60,NA,Hebei
15,61,NA,Hebei
15,62,NA,Hebei
15,63,NA,Hebei
15,64,NA,Hebei
15,65,NA,Hebei
15,66,NA,Hebei
15,67,NA,Hebei
15,68,NA,Hebei
15,69,NA,Hebei
15,70,NA,Hebei
15,71,NA,Hebei
15,72,NA,Hebei
15,73,NA,Hebei
15,74,NA,Hebei
15,75,NA,Hebei
15,76,NA,Hebei
15,77,NA,Hebei
15,78,NA,Hebei
15,79,NA,Hebei
15,80,NA,Hebei
15,81,NA,Hebei
15,82,NA,Hebei
15,83,0,Hebei
15,84,1,Hebei
15,85,6,Hebei
15,86,5,Hebei
15,87,5,Hebei
15,88,15,Hebei
15,89,15,Hebei
15,90,17,Hebei
15,91,17,Hebei
15,92,14,Hebei
15,93,8,Hebei
15,94,9,Hebei
15,95,13,Hebei
15,96,9,Hebei
15,97,22,Hebei
15,98,15,Hebei
15,99,23,Hebei
15,100,11,Hebei
15,101,12,Hebei
15,102,21,Hebei
15,103,12,Hebei
15,104,14,Hebei
15,105,18,Hebei
15,106,8,Hebei
15,107,9,Hebei
15,108,1,Hebei
15,109,5,Hebei
15,110,0,Hebei
15,111,1,Hebei
15,112,1,Hebei
15,113,1,Hebei
15,114,2,Hebei
15,115,0,Hebei
15,116,0,Hebei
15,117,1,Hebei
15,118,5,Hebei
15,119,1,Hebei
15,120,0,Hebei
15,121,0,Hebei
15,122,0,Hebei
15,123,0,Hebei
16,0,NA,Fujian
16,1,NA,Fujian
16,2,NA,Fujian
16,3,NA,Fujian
16,4,NA,Fujian
16,5,NA,Fujian
16,6,NA,Fujian
16,7,NA,Fujian
16,8,NA,Fujian
16,9,NA,Fujian
16,10,NA,Fujian
16,11,NA,Fujian
16,12,NA,Fujian
16,13,NA,Fujian
16,14,NA,Fujian
16,15,NA,Fujian
16,16,NA,Fujian
16,17,NA,Fujian
16,18,NA,Fujian
